voucher_code,total_stock,display_date_from,display_date_to,claimed,redeemed,claim_rate,redeem_rate,discount_type
MAA_ANMIENSPATANBINH_24012024_SF4576,500.0,2024-01-30 00:00:00,2024-03-31 23:59:00,12.0,0.0,0.024,0.0,Combo Bundle
MA_BTASKEE_01032024_SF4630,4000.0,2024-03-01 10:00:00,2024-09-01 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MA_BENHVIENTHUCUC_01122023_SF4376,200.0,2023-12-28 10:00:00,2024-03-31 23:59:00,15.0,0.0,0.075,0.0,Discount Percentage (For SKU)
MA_QUANNHAUTUDO_10032024_SF4781,300.0,2024-03-30 10:00:00,2024-04-26 23:59:00,0.0,0.0,0.0,0.0,Combo Bundle
MAA_ELSASPEAK_24102023_SF4122,500.0,2023-10-31 10:00:00,2024-01-31 23:59:00,13.0,0.0,0.026,0.0,Discount Fixed Amount (For SKU)
MA_ELSASPEAK_01022024_SF4658,1000.0,2024-03-06 10:00:00,2024-05-31 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For SKU)
MA_NHAKHOAVIETDUC_20012024_SF4499,1650.0,2024-01-20 10:00:00,2024-03-31 23:59:00,40.0,0.0,0.024242424242424242,0.0,Free SKU
MA_BOTOQUANMOC_14032024_SF4700,500.0,2024-03-23 00:00:00,2024-12-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_SEOULSPA_29032024_SF4765,1000.0,2024-03-29 10:00:00,2024-05-31 23:59:00,0.0,0.0,0.0,0.0,Free SKU
INNISFREE_04012023,35.0,2023-09-05 10:00:00,2024-01-31 23:59:00,1.0,0.0,0.02857142857142857,0.0,
MA_HATHORBEAUTYSPA_12102023_SF3968,999.0,2023-10-11 10:00:00,2024-04-01 23:59:00,9.0,0.0,0.009009009009009009,0.0,Discount Fixed Amount (For SKU)
MA_LIFETRONS_18102023_SF4197,500.0,2023-11-22 10:00:00,2024-01-01 23:59:00,1.0,0.0,0.002,0.0,Discount Percentage (For SKU)
MA_CLINIQUE_05032024_SF4659,500.0,2024-03-08 10:00:00,2024-03-29 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MA_DHC_01032024_SF4638,297.0,2024-03-01 10:00:00,2024-06-01 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_OKINIWELLNESSSPA_24012024_SF4574,500.0,2024-01-30 10:00:00,2024-03-31 23:59:00,18.0,0.0,0.036,0.0,Discount Fixed Amount (For SKU)
MAA_SMILEBEAUTY_30122023_SF4426,1001.0,2023-12-30 00:00:00,2024-02-28 21:00:00,25.0,0.0,0.024975024975024976,0.0,Discount Fixed Amount (For SKU)
MA_YTOHAIRSALON_02062023_SF4718,1000.0,2024-03-29 10:00:00,2024-07-01 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MAA_LECOON_31012024_SF4779,150.0,2024-03-30 10:00:00,2024-05-31 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_SALONKENBLU_31032024_SF4790,500.0,2024-03-30 10:00:00,2024-06-30 23:59:00,0.0,0.0,0.0,0.0,Combo Bundle
MAA_SHARP_28032024_SF4774,486.0,2024-03-29 10:00:00,2024-07-01 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MAA_WARNINGZONE_20012024_SF4524,1783.0,2024-03-06 10:00:00,2024-06-06 21:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MA_AHAMOVE_01022024_SF4610,400.0,2024-02-06 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MA_Nagakawa_25122023_SF4397,300.0,2023-12-29 10:00:00,2024-01-31 23:59:00,2.0,0.0,0.006666666666666667,0.0,Discount Fixed Amount (For SKU)
MAA_SAPPACADEMY_29022024_SF4644,5272.0,2024-03-05 10:00:00,2025-02-28 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MA_BOBBIBROWN_05032024_SF4662,500.0,2024-03-08 10:00:00,2024-03-29 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MAA_HOANGLANBEAUTYCLINIC_31032024_SF4789,500.0,2024-03-30 10:00:00,2024-06-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For SKU)
BAMBOO2000,1000.0,2022-10-05 00:00:00,2024-04-15 23:00:00,0.0,0.0,0.0,0.0,Cash Voucher
MAA_GENSOLUTION_25122023_SF4417,80.0,2023-12-25 10:00:00,2024-01-10 23:59:00,4.0,0.0,0.05,0.0,Discount Percentage (For SKU)
MA_AHAMOVE_01022024_SF4609,500.0,2024-02-06 10:00:00,2024-04-30 00:00:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MA_SHANGCHI_01032024_SF4639,200.0,2024-03-01 10:00:00,2024-03-31 23:59:00,0.0,0.0,0.0,0.0,Combo Bundle
MA_KORIN_12012024_SF4496,1000.0,2024-01-19 10:00:00,2024-04-01 23:59:00,12.0,0.0,0.012,0.0,Discount Percentage (For SKU)
MAA_USNAILSPACALABEAUTYCENTER_24012024_SF4575,500.0,2024-01-30 10:00:00,2024-03-31 23:59:00,29.0,0.0,0.058,0.0,Discount Percentage (For SKU)
MA_SPA100THAOMOC_26122023_SF4419,501.0,2023-12-26 00:00:00,2024-02-29 22:00:00,18.0,0.0,0.03592814371257485,0.0,Discount Fixed Amount (For SKU)
MA_DHC_19102023_SF4030,393.0,2023-10-24 10:00:00,2024-01-01 23:59:00,2.0,0.0,0.005089058524173028,0.0,Discount Percentage (For Total Bill)
MA_ROBINSTORE_19032024_SF4775,200.0,2024-03-29 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MA_LOCATVN_04032024_SF4673,400.0,2024-03-19 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MA_POTICO_01022024_SF4626,1000.0,2024-03-07 10:00:00,2024-03-31 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_BEPLANH_29032024_SF4747,1000.0,2024-03-29 10:00:00,2024-07-01 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MAA_VENESA_22012024_SF4606,1000.0,2024-02-06 10:00:00,2024-04-01 23:59:00,6.0,0.0,0.006,0.0,Discount Fixed Amount (For SKU)
MAA_OKINIWELLNESSSPA_24012024_SF4573,500.0,2024-01-30 10:00:00,2024-03-31 23:59:00,8.0,0.0,0.016,0.0,Discount Fixed Amount (For SKU)
MA_BONGON555_29032023_SF4748,1000.0,2023-03-29 10:00:00,2024-07-01 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MA_ROBINSTORE_19032024_SF4776,100.0,2024-03-29 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MA_HIGHLANDS_01032024_SF4633,30000.0,2024-03-01 10:00:00,2024-03-31 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MAA_AURABOX_25122023_SF4354,100.0,2023-12-27 10:00:00,2024-04-25 23:59:00,21.0,0.0,0.21,0.0,Discount Fixed Amount (For SKU)
MA_SPA100THAOMOC_26122023_SF4350,500.0,2023-12-26 10:00:00,2024-02-29 23:59:00,103.0,0.0,0.206,0.0,Discount Percentage (For SKU)
MA_HAXUVINA_15112023_SF4286,500.0,2023-12-12 10:00:00,2024-04-01 23:59:00,3.0,0.0,0.006,0.0,Discount Percentage (For Total Bill)
MA_LADOMAX_02032024_SF4667,2001.0,2024-03-08 10:00:00,2024-12-31 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MAA_THANHTRUCBEAUTY_31032024_SF4784,500.0,2024-03-30 10:00:00,2024-06-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For SKU)
MA_WINSMILE_12092023_SF3868,1020.0,2023-09-26 10:00:00,2024-03-31 23:59:00,43.0,0.0,0.04215686274509804,0.0,Discount Percentage (For SKU)
MA_THEFACESHOP_25032024_SF4702,500.0,2024-03-25 10:00:00,2024-06-25 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_GOCHEAP_12082023_SF3668,200.0,2023-08-15 10:00:00,2024-03-31 23:59:00,7.0,0.0,0.035,0.0,Discount Percentage (For SKU)
MAA_BIJINDO_25012024_SF4627,1000.0,2024-01-25 10:00:00,2024-06-30 23:59:00,0.0,0.0,0.0,0.0,Discount Percentage (For SKU)
MAA_SMILEBEAUTY_05032024_SF4674,500.0,2024-03-19 10:00:00,2024-06-30 23:59:00,0.0,0.0,0.0,0.0,Free SKU
MAA_GONGCHA_05032024_SF4656,999.0,2024-03-06 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Combo Bundle
MA_HIGHLANDS_01032024_SF4637,20000.0,2024-03-01 10:00:00,2024-03-31 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MA_BOTOQUANMOC_14032024_SF4701,500.0,2024-03-23 10:00:00,2024-12-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
MAA_SCOTSENGLISH_05122023_SF4420,100.0,2023-12-05 00:00:00,2024-01-31 21:00:00,44.0,0.0,0.44,0.0,Free SKU
MAA_ANMIENSPA_24012024_SF4568,500.0,2024-01-30 10:00:00,2024-03-31 23:59:00,17.0,0.0,0.034,0.0,Discount Percentage (For SKU)
MAA_LISASPA_24012024_SF4566,500.0,2024-01-30 10:00:00,2024-03-31 23:59:00,26.0,0.0,0.052,0.0,Combo Bundle
MA_YAKIMONO_21022024_SF4629,3200.0,2024-03-02 10:00:00,2024-04-29 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For SKU)
MA_SALADIN_14032024_SF4666,500.0,2024-03-08 10:00:00,2024-07-12 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For SKU)
MAA_GENSOLUTION_25122023_SF4418,80.0,2023-12-25 10:00:00,2024-01-10 23:59:00,3.0,0.0,0.0375,0.0,Discount Percentage (For SKU)
MA_DEVEMEN_16122023_SF4360,50.0,2023-12-26 10:00:00,2024-02-14 23:59:00,1.0,0.0,0.02,0.0,Discount Percentage (For SKU)
MAA_GENSOLUTION_25122023_SF4416,80.0,2023-12-25 10:00:00,2024-01-10 23:59:00,5.0,0.0,0.0625,0.0,Discount Percentage (For SKU)
MA_Hoayeuthuong_01032024_SF4672,400.0,2024-03-19 10:00:00,2024-04-30 23:59:00,0.0,0.0,0.0,0.0,Discount Fixed Amount (For Total Bill)
